q11,q12,q13,q21,q22,q23,q31,q32,q33,q34,q41,q42,q43
9165.205478668213,188.34567070007324,269.32835578918457,9585.614681243896,709.7675800323486,857.745885848999,2106.3733100891113,840.3301239013672,858.5400581359863,574.2340087890625,2953.035593032837,858.1249713897705,1034.8851680755615
153.41806411743164,193.192720413208,284.8525047302246,809.9448680877686,803.0717372894287,585.8099460601807,3162.581205368042,1220.55983543396,869.2762851715088,499.62496757507324,1321.3441371917725,1801.354169845581,2063.810110092163
149.78647232055664,269.9918746948242,260.39767265319824,830.2910327911377,777.3334980010986,485.80431938171387,1815.5362606048584,925.4891872406006,992.7535057067871,519.183874130249,1309.776782989502,884.3703269958496,1024.033784866333
151.56888961791992,291.8100357055664,563.1611347198486,1375.5640983581543,1112.2221946716309,500.7197856903076,2031.2650203704834,1073.4813213348389,757.6913833618164,979.6357154846191,1435.7976913452148,975.3539562225342,2379.565715789795
149.0006446838379,250.55456161499023,333.5886001586914,857.719898223877,907.8927040100098,610.5682849884033,1913.072109222412,1844.6533679962158,843.2848453521729,581.4967155456543,1322.0288753509521,950.4680633544922,1088.9272689819336
173.33436012268066,179.96644973754883,361.89913749694824,744.4708347320557,1068.6509609222412,757.2264671325684,1786.9906425476074,885.2722644805908,793.5926914215088,463.9887809753418,1360.3990077972412,2078.7713527679443,1074.2580890655518
165.47179222106934,199.5849609375,358.21032524108887,768.7828540802002,1132.6534748077393,567.349910736084,1688.4536743164062,931.3838481903076,755.4688453674316,571.0251331329346,1343.4090614318848,976.5372276306152,2263.8392448425293
159.4843864440918,192.6403045654297,272.89748191833496,1870.2912330627441,855.4854393005371,601.7427444458008,1934.9608421325684,977.0073890686035,792.2101020812988,541.7501926422119,1571.3319778442383,857.5751781463623,975.7730960845947
182.04331398010254,136.88278198242188,385.5397701263428,817.5981044769287,863.4381294250488,652.5254249572754,1638.34547996521,1795.6273555755615,759.4354152679443,588.1803035736084,1390.371322631836,1516.5281295776367,1135.3952884674072
208.9221477508545,131.8643093109131,347.9323387145996,796.5130805969238,808.6464405059814,875.1671314239502,1742.231845855713,995.8553314208984,769.1843509674072,477.750301361084,1313.8611316680908,976.0394096374512,1331.7856788635254
266.8113708496094,210.2835178375244,316.084623336792,1549.7066974639893,1704.9076557159424,733.1681251525879,1780.4841995239258,790.5697822570801,854.2726039886475,659.9235534667969,1369.586706161499,992.6111698150635,969.5022106170654
260.8187198638916,249.91774559020996,346.3904857635498,1025.9244441986084,639.6045684814453,558.8803291320801,1836.6873264312744,815.1993751525879,735.5024814605713,745.2294826507568,1463.5663032531738,726.6216278076172,942.9054260253906
224.64609146118164,261.6305351257324,346.9362258911133,914.574384689331,758.2485675811768,775.2132415771484,1713.5941982269287,1070.3084468841553,1618.734359741211,630.7206153869629,1442.6472187042236,1013.7736797332764,1098.5031127929688
177.66261100769043,203.77469062805176,390.06614685058594,1766.0644054412842,781.233549118042,664.8044586181641,1693.676471710205,853.9888858795166,791.215181350708,463.38772773742676,1367.8150177001953,928.6279678344727,1767.0133113861084
