q11,q12,q13,q21,q22,q23,q31,q32,q33,q34,q41,q42,q43
855.271577835083,166.33224487304688,113.04450035095215,1408.2486629486084,942.3573017120361,838.8547897338867,1283.9107513427734,857.1317195892334,828.209400177002,270.19786834716797,1590.022087097168,896.5537548065186,610.9156608581543
261.45410537719727,159.99197959899902,114.8838996887207,1207.0672512054443,955.4612636566162,836.066722869873,1277.6405811309814,861.6249561309814,834.1400623321533,268.54872703552246,1526.3032913208008,906.9287776947021,600.517988204956
258.0606937408447,157.22370147705078,115.99588394165039,1205.8000564575195,945.946455001831,831.8986892700195,1279.688835144043,890.0387287139893,830.8923244476318,266.84117317199707,1505.5460929870605,876.6107559204102,622.0293045043945
226.52935981750488,162.9958152770996,117.5377368927002,1205.3673267364502,937.3431205749512,829.9977779388428,1288.1157398223877,881.1919689178467,844.6307182312012,265.08569717407227,1499.7920989990234,898.2255458831787,616.1329746246338
229.94542121887207,158.7529182434082,112.99967765808105,1210.3419303894043,942.511796951294,830.5184841156006,1282.9985618591309,861.5412712097168,833.6656093597412,283.9319705963135,1503.13138961792,892.615556716919,589.9598598480225
219.8195457458496,158.4177017211914,120.01752853393555,1208.1353664398193,935.5545043945312,841.015100479126,1279.557228088379,852.9353141784668,832.0906162261963,270.51520347595215,1486.485481262207,894.7038650512695,594.5231914520264
226.84168815612793,160.28571128845215,123.71110916137695,1204.5276165008545,942.2483444213867,840.1834964752197,1300.2493381500244,857.0449352264404,826.8940448760986,278.16176414489746,1490.3490543365479,886.676549911499,603.1255722045898
224.1663932800293,160.02702713012695,116.81747436523438,1203.5882472991943,938.8003349304199,832.0574760437012,1277.4887084960938,861.6724014282227,840.6479358673096,281.2347412109375,1514.9502754211426,883.3694458007812,589.897871017456
217.2257900238037,164.32952880859375,115.25487899780273,1198.8229751586914,956.7313194274902,830.7774066925049,1275.0358581542969,852.2002696990967,838.5543823242188,276.7643928527832,1486.1400127410889,892.5938606262207,583.7690830230713
223.1736183166504,162.1232032775879,119.80199813842773,1219.4557189941406,951.0178565979004,844.8901176452637,1294.4488525390625,850.6724834442139,847.3563194274902,279.57606315612793,1485.306978225708,875.0560283660889,594.4321155548096
217.98157691955566,163.87081146240234,115.09108543395996,1210.2980613708496,936.4848136901855,841.2554264068604,1289.1345024108887,853.0433177947998,832.0729732513428,271.028995513916,1510.3058815002441,866.1391735076904,598.1934070587158
216.45092964172363,168.2877540588379,117.47026443481445,1205.9643268585205,951.8406391143799,831.6280841827393,1280.9207439422607,854.6357154846191,836.8971347808838,279.15287017822266,1490.037441253662,874.6140003204346,586.4484310150146
221.97937965393066,171.66852951049805,119.46725845336914,1214.0309810638428,941.953182220459,831.8557739257812,1284.7070693969727,859.6959114074707,828.6123275756836,280.40242195129395,1478.520393371582,876.7244815826416,586.8551731109619
225.60977935791016,158.75697135925293,125.42891502380371,1201.1430263519287,942.0351982116699,833.1782817840576,1289.637804031372,854.7971248626709,827.9769420623779,276.7648696899414,1482.0373058319092,875.1285076141357,582.8204154968262
245.99909782409668,157.20629692077637,126.45721435546875,1214.2131328582764,939.9702548980713,831.4700126647949,1299.6151447296143,852.1568775177002,836.2317085266113,267.209529876709,1478.9605140686035,869.4393634796143,588.1822109222412
230.91959953308105,159.12723541259766,121.47402763366699,1213.4835720062256,942.2957897186279,841.6147232055664,1290.5817031860352,857.2771549224854,820.3792572021484,268.3846950531006,1482.8977584838867,870.929479598999,587.1546268463135
