q11,q12,q13,q21,q22,q23,q31,q32,q33,q34,q41,q42,q43
1639.5983695983887,129.48989868164062,103.56426239013672,3069.762706756592,391.7081356048584,325.9890079498291,1648.0176448822021,951.0440826416016,444.48232650756836,237.36071586608887,1302.0598888397217,876.5435218811035,938.1866455078125
84.71870422363281,105.09014129638672,132.7214241027832,546.4668273925781,467.87118911743164,285.7317924499512,2090.0721549987793,774.8277187347412,417.6020622253418,244.9324131011963,615.9374713897705,847.57399559021,556.321382522583
83.1611156463623,84.89441871643066,126.1146068572998,502.3653507232666,420.04942893981934,563.9727115631104,1588.6263847351074,898.2951641082764,907.0403575897217,220.60227394104004,743.8943386077881,884.7074508666992,582.0987224578857
80.43551445007324,97.03445434570312,125.64826011657715,418.4756278991699,491.49227142333984,318.37964057922363,2230.074405670166,1143.7597274780273,502.286434173584,234.0221405029297,668.9364910125732,972.4578857421875,583.0020904541016
98.11568260192871,90.484619140625,122.3139762878418,478.0116081237793,564.5003318786621,335.28828620910645,1827.5132179260254,912.1689796447754,494.0512180328369,243.06631088256836,1330.5368423461914,822.0226764678955,575.4997730255127
94.99025344848633,74.0516185760498,115.6923770904541,663.0349159240723,511.2431049346924,287.769079208374,2249.1183280944824,1135.1029872894287,438.65323066711426,220.8101749420166,734.3649864196777,761.2118721008301,548.9253997802734
82.33165740966797,69.69451904296875,140.6536102294922,559.1716766357422,429.4695854187012,275.4373550415039,1959.5129489898682,899.4877338409424,473.7060070037842,253.61323356628418,658.5092544555664,976.3376712799072,565.4952526092529
80.95884323120117,65.99736213684082,135.2696418762207,463.32454681396484,463.4227752685547,279.4184684753418,2099.3478298187256,1234.4272136688232,416.0940647125244,263.0655765533447,673.999547958374,850.8546352386475,515.5763626098633
80.37281036376953,93.67060661315918,123.37422370910645,430.0248622894287,562.5824928283691,260.5428695678711,1687.319040298462,1084.7828388214111,1003.3950805664062,293.2302951812744,701.3840675354004,909.1296195983887,521.4457511901855
87.14103698730469,72.63040542602539,148.67877960205078,434.76128578186035,528.9707183837891,300.184965133667,2126.7335414886475,694.6365833282471,448.2243061065674,214.04743194580078,558.1917762756348,871.5221881866455,511.34252548217773
