q11,q12,q13,q21,q22,q23,q31,q32,q33,q34,q41,q42,q43
227.46634483337402,64.98098373413086,46.463727951049805,555.5739402770996,393.91207695007324,333.463191986084,554.7239780426025,384.25135612487793,388.6139392852783,119.27342414855957,730.2327156066895,389.6374702453613,269.65951919555664
90.90495109558105,64.11170959472656,48.95496368408203,465.0585651397705,395.24078369140625,332.82995223999023,553.1191825866699,378.1695365905762,388.6523246765137,114.11523818969727,703.2644748687744,390.05422592163086,271.2576389312744
93.91283988952637,63.69614601135254,47.31345176696777,467.72027015686035,394.33741569519043,331.9425582885742,549.107551574707,389.21260833740234,389.3611431121826,119.83680725097656,690.5820369720459,397.3565101623535,274.7058868408203
83.28413963317871,64.05377388000488,46.65732383728027,465.97981452941895,394.3624496459961,337.435245513916,555.4554462432861,378.74412536621094,392.8971290588379,116.55092239379883,697.8998184204102,387.41445541381836,270.5206871032715
89.9209976196289,63.559770584106445,46.50235176086426,494.0803050994873,398.693323135376,332.3085308074951,548.4211444854736,378.0362606048584,388.92078399658203,112.53499984741211,692.2509670257568,391.5894031524658,278.1040668487549
91.07804298400879,65.69409370422363,46.47469520568848,464.31827545166016,393.38040351867676,333.4343433380127,555.9611320495605,378.1552314758301,390.5377388000488,113.14582824707031,699.0818977355957,401.7312526702881,277.4472236633301
84.40184593200684,63.70139122009277,46.71812057495117,463.83118629455566,398.50330352783203,332.95655250549316,551.79762840271,379.53925132751465,394.5944309234619,116.95361137390137,699.0044116973877,379.6713352203369,276.46541595458984
88.01579475402832,63.65036964416504,46.95534706115723,461.73667907714844,393.15342903137207,333.52088928222656,548.475980758667,390.03920555114746,389.5246982574463,111.75322532653809,701.1508941650391,385.88404655456543,271.0697650909424
88.22298049926758,63.83681297302246,48.51794242858887,472.52869606018066,390.627384185791,332.93747901916504,551.1355400085449,383.8045597076416,390.3186321258545,112.3971939086914,705.9895992279053,385.71929931640625,273.65779876708984
93.29342842102051,63.61556053161621,46.55718803405762,466.2637710571289,394.4892883300781,337.327241897583,548.7406253814697,388.4608745574951,386.69753074645996,112.67900466918945,694.6377754211426,383.9852809906006,274.28746223449707
84.71798896789551,63.60936164855957,46.52571678161621,465.79432487487793,392.8103446960449,332.73911476135254,548.7203598022461,382.2021484375,391.43824577331543,112.66875267028809,694.3645477294922,382.9500675201416,274.49536323547363
89.19572830200195,67.53253936767578,46.4634895324707,466.6585922241211,395.4296112060547,332.73816108703613,559.5259666442871,382.5089931488037,392.9433822631836,114.68696594238281,694.0460205078125,382.67064094543457,271.30818367004395
100.01158714294434,64.90755081176758,46.17762565612793,470.6251621246338,395.2059745788574,333.1124782562256,548.4747886657715,380.57518005371094,389.63937759399414,111.56296730041504,693.9964294433594,392.913818359375,273.9408016204834
