q11,q12,q13,q21,q22,q23,q31,q32,q33,q34,q41,q42,q43
429.3034076690674,39.711713790893555,35.520076751708984,359.8167896270752,238.33632469177246,192.13581085205078,439.3043518066406,274.52850341796875,253.88598442077637,76.80773735046387,360.69202423095703,364.5460605621338,171.32878303527832
50.8732795715332,38.997650146484375,37.08648681640625,278.0156135559082,233.656644821167,181.01072311401367,416.424036026001,243.58892440795898,233.11161994934082,70.63627243041992,354.69961166381836,389.9035453796387,176.7597198486328
52.111148834228516,41.0618782043457,37.05763816833496,359.47203636169434,234.28940773010254,214.3077850341797,414.4625663757324,272.37915992736816,251.4626979827881,78.08637619018555,332.2479724884033,379.40049171447754,180.66692352294922
51.80025100708008,38.840532302856445,36.1478328704834,279.465913772583,233.57677459716797,207.6416015625,432.74950981140137,252.14195251464844,233.01386833190918,79.4069766998291,361.44423484802246,391.54911041259766,183.09307098388672
55.139780044555664,52.37174034118652,32.74178504943848,359.4973087310791,236.6635799407959,202.0883560180664,443.7253475189209,260.7991695404053,247.0531463623047,77.91614532470703,354.921817779541,358.7205410003662,178.1010627746582
52.22821235656738,37.07003593444824,32.85408020019531,358.1676483154297,230.59558868408203,229.36248779296875,414.6230220794678,271.70300483703613,245.1796531677246,71.79045677185059,334.9616527557373,370.47433853149414,184.0834617614746
51.526784896850586,39.276838302612305,30.794143676757812,282.6111316680908,233.06536674499512,182.62052536010742,446.89106941223145,276.9618034362793,239.2406463623047,77.11172103881836,371.55723571777344,392.9443359375,192.6870346069336
52.092552185058594,36.779165267944336,26.385784149169922,362.40220069885254,223.62303733825684,190.2456283569336,441.4482116699219,254.0440559387207,219.2094326019287,72.94487953186035,346.68540954589844,390.86151123046875,202.40378379821777
57.36422538757324,39.13116455078125,27.757883071899414,374.13930892944336,232.01751708984375,216.9189453125,421.2226867675781,270.6310749053955,242.56277084350586,75.0436782836914,344.0372943878174,384.46807861328125,171.78726196289062
59.00001525878906,37.956953048706055,29.15215492248535,355.47661781311035,212.74352073669434,214.4949436187744,497.24531173706055,265.0628089904785,240.19527435302734,81.50601387023926,339.9035930633545,358.10160636901855,183.02011489868164
54.8248291015625,44.289350509643555,28.405427932739258,354.57634925842285,239.332914352417,218.42122077941895,422.49298095703125,252.15840339660645,241.22929573059082,75.95324516296387,353.87301445007324,360.4297637939453,181.21647834777832
55.84359169006348,39.34812545776367,27.2214412689209,285.85219383239746,237.79797554016113,219.31767463684082,442.57402420043945,244.63939666748047,242.69795417785645,78.0482292175293,329.4658660888672,354.6731472015381,183.42900276184082
56.00595474243164,51.81574821472168,28.61762046813965,354.74252700805664,234.81082916259766,194.1359043121338,418.20740699768066,267.00663566589355,233.8879108428955,76.01118087768555,340.3177261352539,383.69154930114746,183.43520164489746
58.25948715209961,43.000221252441406,30.377626419067383,352.77700424194336,253.51881980895996,181.94341659545898,449.9826431274414,265.07115364074707,233.94227027893066,70.11127471923828,341.60470962524414,365.2043342590332,180.8464527130127
55.53483963012695,41.9764518737793,27.762174606323242,351.804256439209,236.33456230163574,184.9191188812256,462.91494369506836,248.86775016784668,238.4195327758789,70.76668739318848,338.7274742126465,351.0162830352783,181.02765083312988
60.09101867675781,42.67120361328125,29.410839080810547,370.62788009643555,241.15896224975586,218.7354564666748,451.7941474914551,279.8600196838379,238.8010025024414,78.24826240539551,352.65612602233887,375.57291984558105,182.05833435058594
59.05318260192871,42.75965690612793,31.325817108154297,359.91382598876953,230.8971881866455,203.23491096496582,421.2374687194824,251.92713737487793,234.55071449279785,70.25933265686035,342.0138359069824,355.0121784210205,189.3162727355957
50.37236213684082,47.55067825317383,32.86480903625488,354.82335090637207,230.60989379882812,209.96379852294922,456.2671184539795,265.4838562011719,245.61762809753418,78.49359512329102,332.92531967163086,359.54880714416504,193.8774585723877
62.41655349731445,44.96932029724121,35.225868225097656,290.4801368713379,238.6479377746582,215.3644561767578,439.241886138916,278.6743640899658,248.27170372009277,74.65863227844238,340.3751850128174,360.16368865966797,191.06173515319824
59.473514556884766,47.43504524230957,30.15923500061035,353.96671295166016,233.92772674560547,197.418212890625,463.2132053375244,258.9540481567383,234.51566696166992,68.38417053222656,338.66071701049805,359.3733310699463,198.70519638061523
62.20293045043945,45.6695556640625,33.83350372314453,356.9378852844238,236.47785186767578,217.62418746948242,445.7054138183594,276.92151069641113,241.54400825500488,77.1491527557373,339.78796005249023,380.8326721191406,186.2466335296631
60.353994369506836,44.63362693786621,31.917095184326172,355.72218894958496,236.31834983825684,222.0938205718994,444.55790519714355,274.9209403991699,248.78644943237305,79.24604415893555,315.39440155029297,355.29541969299316,196.5949535369873
52.16622352600098,45.7308292388916,34.27743911743164,368.04962158203125,230.560302734375,207.79109001159668,438.7249946594238,264.0960216522217,234.59839820861816,79.3302059173584,338.8972282409668,375.6437301635742,196.92754745483398
52.08086967468262,46.47517204284668,32.5465202331543,360.8813285827637,230.65805435180664,216.8722152709961,455.09934425354004,271.65746688842773,235.96668243408203,79.82754707336426,351.6101837158203,365.56053161621094,190.33479690551758
