q11,q12,q13,q21,q22,q23,q31,q32,q33,q34,q41,q42,q43
108.2010269165039,14.127492904663086,7.837772369384766,78.31668853759766,46.773672103881836,40.63701629638672,89.4770622253418,50.64201354980469,44.57283020019531,21.485090255737305,79.4365406036377,62.113285064697266,43.442487716674805
16.16954803466797,10.38217544555664,7.558345794677734,52.877187728881836,44.989824295043945,40.01259803771973,83.13608169555664,54.398536682128906,44.53015327453613,21.148204803466797,79.70547676086426,62.60991096496582,44.97957229614258
15.306711196899414,10.086536407470703,7.70878791809082,52.81376838684082,46.29015922546387,41.47696495056152,87.45479583740234,51.30910873413086,43.78533363342285,22.26114273071289,74.5995044708252,64.7118091583252,43.86281967163086
14.664888381958008,9.852886199951172,7.321596145629883,52.025556564331055,46.13637924194336,39.37077522277832,83.0540657043457,50.63772201538086,44.93260383605957,20.064830780029297,77.07548141479492,63.27104568481445,45.43018341064453
17.409086227416992,9.942293167114258,7.469892501831055,54.68130111694336,49.22366142272949,39.070844650268555,80.66248893737793,53.697824478149414,42.94109344482422,23.359298706054688,79.7417163848877,64.12720680236816,44.31343078613281
22.202491760253906,9.73200798034668,7.758617401123047,52.04939842224121,46.27227783203125,39.47567939758301,83.27364921569824,50.795793533325195,45.54915428161621,20.40576934814453,77.31080055236816,66.73169136047363,44.223785400390625
16.170978546142578,10.01882553100586,7.910966873168945,51.656484603881836,45.81928253173828,39.09015655517578,79.5283317565918,52.14548110961914,44.371604919433594,21.671295166015625,71.78330421447754,61.74159049987793,44.68703269958496
16.505002975463867,9.752750396728516,7.558107376098633,50.6441593170166,45.64404487609863,38.987159729003906,86.84325218200684,51.789283752441406,46.571969985961914,21.7132568359375,79.61034774780273,63.292741775512695,43.31088066101074
16.164779663085938,9.82809066772461,7.404804229736328,52.65951156616211,44.93403434753418,39.415597915649414,79.57673072814941,54.380178451538086,46.141862869262695,21.605968475341797,75.0727653503418,60.56714057922363,44.22950744628906
19.046783447265625,9.491205215454102,7.497310638427734,50.275564193725586,46.47183418273926,39.649248123168945,80.67202568054199,51.53250694274902,44.80743408203125,21.18825912475586,76.22480392456055,62.98184394836426,44.103384017944336
18.16701889038086,9.994983673095703,7.241725921630859,53.47466468811035,46.54073715209961,41.28098487854004,82.38554000854492,54.05068397521973,43.99752616882324,20.120859146118164,76.31301879882812,58.85624885559082,44.40045356750488
15.748977661132812,9.829044342041016,7.335901260375977,49.80874061584473,46.32449150085449,39.115190505981445,78.40156555175781,51.57732963562012,43.204545974731445,20.331144332885742,75.99043846130371,59.59439277648926,43.23124885559082
16.569852828979492,9.929418563842773,7.336854934692383,51.58853530883789,47.0428466796875,38.20681571960449,82.95726776123047,52.84881591796875,44.25644874572754,21.126985549926758,74.9359130859375,62.128543853759766,43.868064880371094
17.371416091918945,10.025501251220703,7.214546203613281,52.54864692687988,46.68307304382324,43.06316375732422,81.58564567565918,52.47664451599121,44.05689239501953,20.57933807373047,76.81465148925781,58.660030364990234,42.74940490722656
16.32380485534668,9.624958038330078,7.108926773071289,52.64616012573242,46.106815338134766,40.575265884399414,79.12731170654297,50.612688064575195,44.91734504699707,19.229412078857422,74.42164421081543,60.7151985168457,43.92290115356445
18.412113189697266,9.68170166015625,7.223844528198242,54.08334732055664,46.180009841918945,39.35527801513672,81.0251235961914,51.80525779724121,43.60651969909668,19.920825958251953,75.79541206359863,59.90719795227051,42.81949996948242
17.345666885375977,9.494304656982422,7.147073745727539,53.03168296813965,46.416521072387695,39.131879806518555,80.80196380615234,52.11281776428223,43.49517822265625,21.4080810546875,75.84285736083984,58.98118019104004,43.71023178100586
15.140771865844727,9.515047073364258,7.24482536315918,52.74772644042969,44.16322708129883,39.24417495727539,78.49979400634766,53.29465866088867,42.630910873413086,22.109270095825195,76.28893852233887,67.64888763427734,43.26033592224121
14.848947525024414,9.666919708251953,7.066488265991211,52.474260330200195,44.48437690734863,38.04421424865723,80.08956909179688,51.40113830566406,43.80655288696289,20.69711685180664,78.62305641174316,62.33835220336914,43.97845268249512
16.47663116455078,9.87100601196289,7.168769836425781,54.78620529174805,46.76079750061035,38.88082504272461,82.76486396789551,51.06759071350098,45.48478126525879,21.51179313659668,74.95927810668945,63.30990791320801,44.533729553222656
17.032384872436523,9.552478790283203,7.1125030517578125,52.671194076538086,47.28579521179199,38.97571563720703,82.59797096252441,51.544189453125,43.999671936035156,20.595550537109375,77.04710960388184,60.38784980773926,44.13127899169922
17.35401153564453,9.476661682128906,6.977081298828125,49.45635795593262,47.2407341003418,39.539337158203125,77.95357704162598,51.90086364746094,43.601036071777344,20.816802978515625,73.97913932800293,59.84640121459961,43.00975799560547
15.555381774902344,9.883880615234375,7.257938385009766,52.24418640136719,47.8818416595459,39.02387619018555,78.80687713623047,51.992177963256836,43.979644775390625,21.839618682861328,73.92287254333496,62.627315521240234,43.00665855407715
16.452550888061523,9.815692901611328,7.094621658325195,55.79185485839844,46.419620513916016,40.20357131958008,83.84490013122559,50.28581619262695,44.0516471862793,19.60301399230957,73.5769271850586,64.19825553894043,43.309926986694336
