query,time
11,42.80269145965576
12,24.06787395477295
13,22.947192192077637
21,134.95808362960815
22,53.97386074066162
23,51.2261700630188
31,171.38710260391235
32,103.70575666427612
33,64.98245000839233
34,53.27965259552002
41,91.49921655654907
42,159.36559915542603
43,105.00633955001831
